database,filename,relative_path,raw_nfiq2,stage1_p1_nfiq2,stage2_p1_p2_nfiq2,stage3_p1_p2_p6_nfiq2,delta_p1,delta_p2,delta_p6,delta_final,processing_status,error,raw_error,stage1_error,stage2_error,stage3_error,stage3_equals_enhance,shape,dtype,processing_seconds,scoring_seconds,total_seconds
DB4_B,101_7.tif,data/raw/DB4_B/101_7.tif,37.0,34.0,35.0,37.0,-3.0,1.0,2.0,0.0,success,,,,,,True,384x288,uint8,0.03457110000454122,1.5835305000000517,1.618602100003045
DB4_B,101_8.tif,data/raw/DB4_B/101_8.tif,35.0,33.0,37.0,44.0,-2.0,4.0,7.0,9.0,success,,,,,,True,384x288,uint8,0.03382240000064485,1.5728329999983544,1.6071351999999024
DB4_B,102_1.tif,data/raw/DB4_B/102_1.tif,44.0,49.0,47.0,46.0,5.0,-2.0,-1.0,2.0,success,,,,,,True,384x288,uint8,0.03457219999836525,1.5825096999978996,1.6176054000025033
DB4_B,102_2.tif,data/raw/DB4_B/102_2.tif,42.0,49.0,48.0,49.0,7.0,-1.0,1.0,7.0,success,,,,,,True,384x288,uint8,0.033839399999124,1.5660802999991574,1.6004478000031668
DB4_B,102_3.tif,data/raw/DB4_B/102_3.tif,27.0,34.0,38.0,42.0,7.0,4.0,4.0,15.0,success,,,,,,True,384x288,uint8,0.03422829999908572,1.58420379999734,1.6188870999976643
DB4_B,102_4.tif,data/raw/DB4_B/102_4.tif,38.0,44.0,41.0,42.0,6.0,-3.0,1.0,4.0,success,,,,,,True,384x288,uint8,0.03405349999957252,1.5856402999997954,1.620180400001118
DB4_B,102_5.tif,data/raw/DB4_B/102_5.tif,29.0,45.0,45.0,41.0,16.0,0.0,-4.0,12.0,success,,,,,,True,384x288,uint8,0.03403509999770904,1.5694198999990476,1.603973199999018
DB4_B,102_6.tif,data/raw/DB4_B/102_6.tif,46.0,51.0,49.0,54.0,5.0,-2.0,5.0,8.0,success,,,,,,True,384x288,uint8,0.035780799997155555,1.5675074999962817,1.6037627999976394
DB4_B,102_7.tif,data/raw/DB4_B/102_7.tif,31.0,36.0,37.0,36.0,5.0,1.0,-1.0,5.0,success,,,,,,True,384x288,uint8,0.035035000000789296,1.5853388000032282,1.6208543999964604
DB4_B,102_8.tif,data/raw/DB4_B/102_8.tif,51.0,45.0,45.0,43.0,-6.0,0.0,-2.0,-8.0,success,,,,,,True,384x288,uint8,0.03449199999886332,1.6071606000041356,1.6421674999946845
DB4_B,103_1.tif,data/raw/DB4_B/103_1.tif,44.0,39.0,39.0,44.0,-5.0,0.0,5.0,0.0,success,,,,,,True,384x288,uint8,0.03228930000477703,1.5941261000043596,1.6269146999984514
DB4_B,103_2.tif,data/raw/DB4_B/103_2.tif,43.0,46.0,45.0,50.0,3.0,-1.0,5.0,7.0,success,,,,,,True,384x288,uint8,0.03399209999770392,1.6109144000001834,1.6453792999964207
DB4_B,103_3.tif,data/raw/DB4_B/103_3.tif,46.0,44.0,42.0,43.0,-2.0,-2.0,1.0,-3.0,success,,,,,,True,384x288,uint8,0.030947100000048522,1.584490100001858,1.6159019999977318
DB4_B,103_4.tif,data/raw/DB4_B/103_4.tif,34.0,44.0,47.0,49.0,10.0,3.0,2.0,15.0,success,,,,,,True,384x288,uint8,0.03580309999961173,1.5763420999937807,1.6126642000017455
DB4_B,103_5.tif,data/raw/DB4_B/103_5.tif,44.0,42.0,38.0,42.0,-2.0,-4.0,4.0,-2.0,success,,,,,,True,384x288,uint8,0.03487899999890942,1.578199700001278,1.6135987999950885
DB4_B,103_6.tif,data/raw/DB4_B/103_6.tif,38.0,42.0,45.0,46.0,4.0,3.0,1.0,8.0,success,,,,,,True,384x288,uint8,0.035260299999208655,1.5862120000019786,1.621920899997349
DB4_B,103_7.tif,data/raw/DB4_B/103_7.tif,43.0,40.0,39.0,38.0,-3.0,-1.0,-1.0,-5.0,success,,,,,,True,384x288,uint8,0.030869299996993504,1.5815260000017588,1.6128771000003326
DB4_B,103_8.tif,data/raw/DB4_B/103_8.tif,39.0,42.0,44.0,43.0,3.0,2.0,-1.0,4.0,success,,,,,,True,384x288,uint8,0.034778799999912735,1.586772499998915,1.6220466999948258
DB4_B,104_1.tif,data/raw/DB4_B/104_1.tif,20.0,38.0,38.0,28.0,18.0,0.0,-10.0,8.0,success,,,,,,True,384x288,uint8,0.03614210000523599,1.5683533999981591,1.6049962999968557
DB4_B,104_2.tif,data/raw/DB4_B/104_2.tif,40.0,35.0,35.0,49.0,-5.0,0.0,14.0,9.0,success,,,,,,True,384x288,uint8,0.03366470000037225,1.5672695000030217,1.601396999998542
DB4_B,104_3.tif,data/raw/DB4_B/104_3.tif,46.0,45.0,45.0,38.0,-1.0,0.0,-7.0,-8.0,success,,,,,,True,384x288,uint8,0.035817099997075275,1.5865565999993123,1.6228295999972033
DB4_B,104_4.tif,data/raw/DB4_B/104_4.tif,45.0,40.0,43.0,50.0,-5.0,3.0,7.0,5.0,success,,,,,,True,384x288,uint8,0.035559900003136136,1.5702013999980409,1.6062099000046146
DB4_B,104_5.tif,data/raw/DB4_B/104_5.tif,46.0,39.0,37.0,42.0,-7.0,-2.0,5.0,-4.0,success,,,,,,True,384x288,uint8,0.03240219999861438,1.5922328000015114,1.6250923999978113
DB4_B,104_6.tif,data/raw/DB4_B/104_6.tif,31.0,32.0,31.0,29.0,1.0,-1.0,-2.0,-2.0,success,,,,,,True,384x288,uint8,0.030505499998980667,1.5808819999947445,1.6118495000046096
DB4_B,104_7.tif,data/raw/DB4_B/104_7.tif,33.0,38.0,41.0,37.0,5.0,3.0,-4.0,4.0,success,,,,,,True,384x288,uint8,0.03438010000536451,1.5880088999983855,1.6229280999978073
DB4_B,104_8.tif,data/raw/DB4_B/104_8.tif,36.0,37.0,35.0,36.0,1.0,-2.0,1.0,0.0,success,,,,,,True,384x288,uint8,0.03530289999616798,1.5793572999973549,1.6151482999994187
DB4_B,105_1.tif,data/raw/DB4_B/105_1.tif,19.0,15.0,17.0,17.0,-4.0,2.0,0.0,-2.0,success,,,,,,True,384x288,uint8,0.03484100000059698,1.5885992999974405,1.6239473999958136
DB4_B,105_2.tif,data/raw/DB4_B/105_2.tif,24.0,44.0,35.0,41.0,20.0,-9.0,6.0,17.0,success,,,,,,True,384x288,uint8,0.03396280000015395,1.5963712000011583,1.6308111000034842
DB4_B,105_3.tif,data/raw/DB4_B/105_3.tif,29.0,33.0,33.0,33.0,4.0,0.0,0.0,4.0,success,,,,,,True,384x288,uint8,0.03432660000544274,1.5983185000004596,1.6331015000032494
DB4_B,105_4.tif,data/raw/DB4_B/105_4.tif,27.0,34.0,35.0,33.0,7.0,1.0,-2.0,6.0,success,,,,,,True,384x288,uint8,0.03456890000234125,1.5968805000011344,1.6319436999983736
DB4_B,105_5.tif,data/raw/DB4_B/105_5.tif,33.0,38.0,39.0,36.0,5.0,1.0,-3.0,3.0,success,,,,,,True,384x288,uint8,0.03477720000228146,1.5822480999995605,1.6175225999977556
DB4_B,105_6.tif,data/raw/DB4_B/105_6.tif,26.0,44.0,43.0,41.0,18.0,-1.0,-2.0,15.0,success,,,,,,True,384x288,uint8,0.035079199995379895,1.576331800002663,1.6119182999973418
DB4_B,105_7.tif,data/raw/DB4_B/105_7.tif,29.0,30.0,26.0,31.0,1.0,-4.0,5.0,2.0,success,,,,,,True,384x288,uint8,0.03430980000121053,1.5958439000023645,1.6306485000022803
DB4_B,105_8.tif,data/raw/DB4_B/105_8.tif,30.0,37.0,31.0,33.0,7.0,-6.0,2.0,3.0,success,,,,,,True,384x288,uint8,0.036095399998885114,1.5868352000034065,1.6234324000033666
DB4_B,106_1.tif,data/raw/DB4_B/106_1.tif,14.0,30.0,28.0,34.0,16.0,-2.0,6.0,20.0,success,,,,,,True,384x288,uint8,0.033452900002885144,1.5703555000000051,1.6042597999985446
DB4_B,106_2.tif,data/raw/DB4_B/106_2.tif,24.0,39.0,41.0,41.0,15.0,2.0,0.0,17.0,success,,,,,,True,384x288,uint8,0.03313120000530034,1.578265600001032,1.611844300001394
DB4_B,106_3.tif,data/raw/DB4_B/106_3.tif,24.0,39.0,40.0,41.0,15.0,1.0,1.0,17.0,success,,,,,,True,384x288,uint8,0.03310090000013588,1.5846612000023015,1.6182165999998688
DB4_B,106_4.tif,data/raw/DB4_B/106_4.tif,37.0,35.0,38.0,36.0,-2.0,3.0,-2.0,-1.0,success,,,,,,True,384x288,uint8,0.032724800003052223,1.5768281999989995,1.6100770000048215
DB4_B,106_5.tif,data/raw/DB4_B/106_5.tif,19.0,28.0,30.0,26.0,9.0,2.0,-4.0,7.0,success,,,,,,True,384x288,uint8,0.03453690000606002,1.5930063999985578,1.6280180000030668
DB4_B,106_6.tif,data/raw/DB4_B/106_6.tif,23.0,35.0,36.0,39.0,12.0,1.0,3.0,16.0,success,,,,,,True,384x288,uint8,0.03537819999473868,1.5896907999995165,1.6255318000039551
DB4_B,106_7.tif,data/raw/DB4_B/106_7.tif,26.0,41.0,38.0,39.0,15.0,-3.0,1.0,13.0,success,,,,,,True,384x288,uint8,0.035330200000316836,1.589257899999211,1.6250548000025447
DB4_B,106_8.tif,data/raw/DB4_B/106_8.tif,28.0,32.0,32.0,34.0,4.0,0.0,2.0,6.0,success,,,,,,True,384x288,uint8,0.03174120000039693,1.6027354999969248,1.6349305000039749
DB4_B,107_1.tif,data/raw/DB4_B/107_1.tif,31.0,37.0,41.0,45.0,6.0,4.0,4.0,14.0,success,,,,,,True,384x288,uint8,0.0322535000013886,1.600762099995336,1.6335276999961934
DB4_B,107_2.tif,data/raw/DB4_B/107_2.tif,33.0,33.0,31.0,35.0,0.0,-2.0,4.0,2.0,success,,,,,,True,384x288,uint8,0.035618000001704786,1.5745524000012665,1.6106882999956724
DB4_B,107_3.tif,data/raw/DB4_B/107_3.tif,32.0,44.0,44.0,48.0,12.0,0.0,4.0,16.0,success,,,,,,True,384x288,uint8,0.0363467000061064,1.5929771000010078,1.6297905999963405
DB4_B,107_4.tif,data/raw/DB4_B/107_4.tif,26.0,39.0,33.0,33.0,13.0,-6.0,0.0,7.0,success,,,,,,True,384x288,uint8,0.03244289999565808,1.586041100003058,1.6190074999976787
DB4_B,107_5.tif,data/raw/DB4_B/107_5.tif,46.0,42.0,40.0,38.0,-4.0,-2.0,-2.0,-8.0,success,,,,,,True,384x288,uint8,0.03139040000678506,1.5849133000010625,1.6167413000002853
DB4_B,107_6.tif,data/raw/DB4_B/107_6.tif,47.0,47.0,46.0,56.0,0.0,-1.0,10.0,9.0,success,,,,,,True,384x288,uint8,0.03773180000280263,1.5891159999955562,1.6273724999991828
DB4_B,107_7.tif,data/raw/DB4_B/107_7.tif,18.0,38.0,36.0,34.0,20.0,-2.0,-2.0,16.0,success,,,,,,True,384x288,uint8,0.03431049999926472,1.6126207999986946,1.6474546999961603
DB4_B,107_8.tif,data/raw/DB4_B/107_8.tif,18.0,31.0,33.0,41.0,13.0,2.0,8.0,23.0,success,,,,,,True,384x288,uint8,0.033724100001563784,1.5854953000016394,1.6196584999997867
DB4_B,108_1.tif,data/raw/DB4_B/108_1.tif,31.0,31.0,33.0,36.0,0.0,2.0,3.0,5.0,success,,,,,,True,384x288,uint8,0.031954700003552716,1.56966989999637,1.6020754999990459
DB4_B,108_2.tif,data/raw/DB4_B/108_2.tif,23.0,24.0,29.0,31.0,1.0,5.0,2.0,8.0,success,,,,,,True,384x288,uint8,0.03411719999712659,1.5861169999989215,1.6206978999980493
DB4_B,108_3.tif,data/raw/DB4_B/108_3.tif,8.0,16.0,11.0,6.0,8.0,-5.0,-5.0,-2.0,success,,,,,,True,384x288,uint8,0.03492009999899892,1.5795684999975492,1.6149446999988868
DB4_B,108_4.tif,data/raw/DB4_B/108_4.tif,26.0,41.0,37.0,42.0,15.0,-4.0,5.0,16.0,success,,,,,,True,384x288,uint8,0.03240119999827584,1.5809905999994953,1.6139218000025721
DB4_B,108_5.tif,data/raw/DB4_B/108_5.tif,11.0,15.0,18.0,17.0,4.0,3.0,-1.0,6.0,success,,,,,,True,384x288,uint8,0.03677560000505764,1.5861048999940977,1.6234044000011636
DB4_B,108_6.tif,data/raw/DB4_B/108_6.tif,5.0,22.0,20.0,21.0,17.0,-2.0,1.0,16.0,success,,,,,,True,384x288,uint8,0.03404069999669446,1.576466700003948,1.6109748000017134
DB4_B,108_7.tif,data/raw/DB4_B/108_7.tif,28.0,35.0,34.0,31.0,7.0,-1.0,-3.0,3.0,success,,,,,,True,384x288,uint8,0.033692500001052395,1.577852399997937,1.6120191999943927
DB4_B,108_8.tif,data/raw/DB4_B/108_8.tif,43.0,31.0,35.0,41.0,-12.0,4.0,6.0,-2.0,success,,,,,,True,384x288,uint8,0.033102100001997314,1.5951468000057503,1.6287921000039205
DB4_B,109_1.tif,data/raw/DB4_B/109_1.tif,12.0,20.0,21.0,24.0,8.0,1.0,3.0,12.0,success,,,,,,True,384x288,uint8,0.03416080000170041,1.592481499996211,1.6271202999996603
DB4_B,109_2.tif,data/raw/DB4_B/109_2.tif,19.0,16.0,16.0,21.0,-3.0,0.0,5.0,2.0,success,,,,,,True,384x288,uint8,0.034984199999598786,1.628839799996058,1.6643653999999515
DB4_B,109_3.tif,data/raw/DB4_B/109_3.tif,24.0,32.0,30.0,30.0,8.0,-2.0,0.0,6.0,success,,,,,,True,384x288,uint8,0.0352978999944753,1.6080062000037287,1.6438583999988623
DB4_B,109_4.tif,data/raw/DB4_B/109_4.tif,5.0,14.0,8.0,13.0,9.0,-6.0,5.0,8.0,success,,,,,,True,384x288,uint8,0.035693000005267095,1.5866182999961893,1.6228166999935638
DB4_B,109_5.tif,data/raw/DB4_B/109_5.tif,24.0,40.0,41.0,41.0,16.0,1.0,0.0,17.0,success,,,,,,True,384x288,uint8,0.035110500000882894,1.573344399999769,1.6089970000030007
DB4_B,109_6.tif,data/raw/DB4_B/109_6.tif,9.0,6.0,6.0,8.0,-3.0,0.0,2.0,-1.0,success,,,,,,True,384x288,uint8,0.03778690000035567,1.5808391999962623,1.619085799997265
DB4_B,109_7.tif,data/raw/DB4_B/109_7.tif,14.0,16.0,17.0,15.0,2.0,1.0,-2.0,1.0,success,,,,,,True,384x288,uint8,0.03463170000031823,1.5833678999988479,1.6184863000016776
DB4_B,109_8.tif,data/raw/DB4_B/109_8.tif,31.0,36.0,41.0,38.0,5.0,5.0,-3.0,7.0,success,,,,,,True,384x288,uint8,0.037382100003014784,1.5763586000030045,1.6142590999952517
DB4_B,110_1.tif,data/raw/DB4_B/110_1.tif,5.0,7.0,7.0,10.0,2.0,0.0,3.0,5.0,success,,,,,,True,384x288,uint8,0.032033199997385964,1.5967142000008607,1.6292295000021113
DB4_B,110_2.tif,data/raw/DB4_B/110_2.tif,12.0,10.0,10.0,9.0,-2.0,0.0,-1.0,-3.0,success,,,,,,True,384x288,uint8,0.0349525999990874,1.596401100003277,1.6318807000061497
DB4_B,110_3.tif,data/raw/DB4_B/110_3.tif,3.0,6.0,8.0,7.0,3.0,2.0,-1.0,4.0,success,,,,,,True,384x288,uint8,0.033975699996517505,1.5856684000027599,1.6201682000028086
DB4_B,110_4.tif,data/raw/DB4_B/110_4.tif,3.0,2.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,success,,,,,,True,384x288,uint8,0.03398369999922579,1.5840182000029017,1.6185301000004984
DB4_B,110_5.tif,data/raw/DB4_B/110_5.tif,5.0,6.0,4.0,6.0,1.0,-2.0,2.0,1.0,success,,,,,,True,384x288,uint8,0.033815900002082344,1.5750524000031874,1.6095506999990903
DB4_B,110_6.tif,data/raw/DB4_B/110_6.tif,8.0,20.0,19.0,17.0,12.0,-1.0,-2.0,9.0,success,,,,,,True,384x288,uint8,0.03484270000626566,1.5773374999989755,1.6126862999954028
DB4_B,110_7.tif,data/raw/DB4_B/110_7.tif,15.0,32.0,28.0,32.0,17.0,-4.0,4.0,17.0,success,,,,,,True,384x288,uint8,0.03262890000041807,1.5785428000017419,1.611615099995106
DB4_B,110_8.tif,data/raw/DB4_B/110_8.tif,22.0,38.0,37.0,44.0,16.0,-1.0,7.0,22.0,success,,,,,,True,384x288,uint8,0.03443439999682596,1.577590400003828,1.612522399998852
